it global_time dt Mass rho W_vel1 W_vel2 W_vel3 eps press cs2 alp psi beta1 beta2 beta3 X1 X2 X3
       0  0.00000000E+00  5.19231508E-02   1.50631769E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
       4  2.01200171E-01  5.19282339E-02   1.50632147E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
       8  4.02400342E-01  5.19320753E-02   1.50632570E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      12  6.03600512E-01  5.19347894E-02   1.50633021E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      16  8.04800683E-01  5.19368611E-02   1.50633490E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      20  1.00600085E+00  5.19384127E-02   1.50633974E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      24  1.20720102E+00  5.19394353E-02   1.50634466E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      28  1.40840120E+00  5.19397523E-02   1.50634960E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      32  1.60960137E+00  5.19395916E-02   1.50635451E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      36  1.81080154E+00  5.19391794E-02   1.50635935E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      40  2.01200171E+00  5.19386970E-02   1.50636414E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      44  2.21320188E+00  5.19382775E-02   1.50636889E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      48  2.41440205E+00  5.19380003E-02   1.50637362E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      52  2.61560222E+00  5.19362310E-02   1.50637832E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      56  2.81680239E+00  5.19362617E-02   1.50638301E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      60  3.01800256E+00  5.19364292E-02   1.50638770E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      64  3.21920273E+00  5.19366750E-02   1.50639238E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      68  3.42040290E+00  5.19369352E-02   1.50639706E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      72  3.62160307E+00  5.19371639E-02   1.50640173E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      76  3.82280325E+00  5.19373392E-02   1.50640639E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      80  4.02400342E+00  5.19374589E-02   1.50641105E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      84  4.22520359E+00  5.19375337E-02   1.50641570E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      88  4.42640376E+00  5.19375781E-02   1.50642036E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
      92  4.62760393E+00  5.19376088E-02   1.50642504E+00  1.26671798E-03  0.00000000E+00  0.00000000E+00  0.00000000E+00  1.26671988E-01  1.60457444E-04  2.02134162E-01  6.71283537E-01  1.19296783E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
